PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,COUNTRY,SCHOOL,LAST_AFFILIATION,HEIGHT,WEIGHT,POSITION,SEASON_EXP,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,FROM_YEAR,TO_YEAR,GREATEST_75_FLAG
203133,Robbie Hummel,1989-03-08T00:00:00,USA,Purdue,Purdue/USA,6-9,219,Forward,3,2012,2,58,2013,2014,N
203135,Robert Sacre,1989-06-06T00:00:00,Canada,Gonzaga,Gonzaga/Canada,7-0,270,Center,5,2012,2,60,2012,2015,N
203136,Ognjen Kuzmic,1990-05-16T00:00:00,Serbia,Malaga,Malaga/Serbia,7-0,260,Center,2,2012,2,52,2013,2014,N
203138,Hollis Thompson,1991-04-03T00:00:00,USA,Georgetown,Georgetown/USA,6-8,206,Forward,5,Undrafted,Undrafted,Undrafted,2013,2016,N
203141,Mirza Teletovic,1985-09-17T00:00:00,Bosnia and Herzegovina,Baskonia,Baskonia/Bosnia and Herzegovina,6-9,242,Forward,6,Undrafted,Undrafted,Undrafted,2012,2017,N
203142,Chris Copeland,1984-03-17T00:00:00,USA,Colorado,Colorado/USA,6-9,239,Forward,5,Undrafted,Undrafted,Undrafted,2012,2015,N
203143,Pablo Prigioni,1977-05-17T00:00:00,Argentina,Baskonia,Baskonia/Argentina,6-3,185,Guard,5,Undrafted,Undrafted,Undrafted,2012,2015,N
203144,Alexey Shved,1988-12-16T00:00:00,Russia,CSKA Moscow,CSKA Moscow/Russia,6-6,187,Guard,3,Undrafted,Undrafted,Undrafted,2012,2014,N
203145,Kent Bazemore,1989-07-01T00:00:00,USA,Old Dominion,Old Dominion/USA,6-4,195,Guard-Forward,11,Undrafted,Undrafted,Undrafted,2012,2021,N
203148,Brian Roberts,1985-12-03T00:00:00,USA,Dayton,Dayton/USA,6-1,173,Guard,6,Undrafted,Undrafted,Undrafted,2012,2016,N
203156,Henry Sims,1990-03-27T00:00:00,USA,Georgetown,Georgetown/USA,6-10,248,Center-Forward,5,Undrafted,Undrafted,Undrafted,2012,2015,N
203159,Scott Machado,1990-06-08T00:00:00,USA,Iona,Iona/USA,6-1,205,Guard,2,Undrafted,Undrafted,Undrafted,2012,2018,N
203186,Willie Reed,1990-05-16T00:00:00,USA,St. Louis,St. Louis/USA,6-11,245,Center,3,2011,0,0,2012,2017,N
203187,Chris Johnson,1990-04-29T00:00:00,USA,University of Dayton,Dayton/USA,6-6,206,Forward,5,Undrafted,Undrafted,Undrafted,2012,2015,N
203200,Justin Holiday,1989-04-05T00:00:00,USA,Washington,Washington/USA,6-6,180,Forward-Guard,12,Undrafted,Undrafted,Undrafted,2012,2023,N
203210,JaMychal Green,1990-06-21T00:00:00,USA,Alabama,Alabama/USA,6-9,227,Forward-Center,10,Undrafted,Undrafted,Undrafted,2014,2022,N
203263,James Nunnally,1990-07-14T00:00:00,USA,Cal-Santa Barbara,California-Santa Barbara/USA,6-7,205,Forward,4,Undrafted,Undrafted,Undrafted,2013,2020,N
203268,Jorge Gutierrez,1988-12-27T00:00:00,Mexico,California,California/Mexico,6-3,189,Guard,4,Undrafted,Undrafted,Undrafted,2013,2015,N
203315,Toure' Murry,1989-11-08T00:00:00,USA,Wichita State,Wichita State/USA,6-5,195,Forward,3,Undrafted,Undrafted,Undrafted,2013,2014,N
203318,Glen Rice,1991-01-01T00:00:00,USA,Georgia Tech,Michigan/USA,6-6,206,Guard-Forward,2,2013,2,35,2013,2014,N
203382,Aron Baynes,1986-12-09T00:00:00,Australia,Washington State,Washington State/Australia,6-10,260,Center-Forward,10,Undrafted,Undrafted,Undrafted,2012,2020,N
203457,Nerlens Noel,1994-04-10T00:00:00,USA,Kentucky,Kentucky/USA,6-10,220,Center-Forward,10,2013,1,6,2013,2022,N
203458,Alex Len,1993-06-16T00:00:00,Ukraine,Maryland,Maryland/Ukraine,7-0,250,Center,13,2013,1,5,2013,2024,N
203459,Allen Crabbe,1992-04-09T00:00:00,USA,California,California/USA,6-5,212,Guard-Forward,7,2013,2,31,2013,2019,N
203460,Andre Roberson,1991-12-04T00:00:00,USA,Colorado,Colorado/USA,6-7,210,Guard-Forward,7,2013,1,26,2013,2020,N
203461,Anthony Bennett,1993-03-14T00:00:00,Canada,UNLV,UNLV/Canada,6-8,235,Forward,5,2013,1,1,2013,2016,N
203462,Archie Goodwin,1994-08-17T00:00:00,USA,Kentucky,Kentucky/USA,6-5,205,Guard,5,2013,1,29,2013,2016,N
203463,Ben McLemore,1993-02-11T00:00:00,USA,Kansas,Kansas/USA,6-3,195,Guard,10,2013,1,7,2013,2021,N
203464,Brandon Paul,1991-04-30T00:00:00,USA,Illinois,Illinois/USA,6-4,200,Guard,1,Undrafted,Undrafted,Undrafted,2017,2017,N
203468,CJ McCollum,1991-09-19T00:00:00,USA,Lehigh,Lehigh/USA,6-3,190,Guard,13,2013,1,10,2013,2026,N
203469,Cody Zeller,1992-10-05T00:00:00,USA,Indiana,Indiana/USA,6-11,240,Forward-Center,12,2013,1,4,2013,2023,N
203471,Dennis Schröder,1993-09-15T00:00:00,Germany,Braunschweig,Braunschweig/Germany,6-1,175,Guard,13,2013,1,17,2013,2026,N
203473,Dewayne Dedmon,1989-08-12T00:00:00,USA,USC,Southern California/USA,6-10,245,Center,11,Undrafted,Undrafted,Undrafted,2013,2022,N
203474,DJ Stephens,1990-12-19T00:00:00,USA,Memphis,Memphis/USA,6-5,188,Guard-Forward,2,Undrafted,Undrafted,Undrafted,2013,2018,N
203475,Erick Green,1991-05-09T00:00:00,USA,Virginia Tech,Virginia Tech/USA,6-4,185,Guard,2,2013,2,46,2014,2015,N
203476,Gorgui Dieng,1990-01-18T00:00:00,Senegal,Louisville,Louisville/Senegal,6-10,248,Center,11,2013,1,21,2013,2022,N
203477,Isaiah Canaan,1991-05-21T00:00:00,USA,Murray State,Murray State/USA,6-0,200,Guard,6,2013,2,34,2013,2018,N
203479,Jamaal Franklin,1991-07-21T00:00:00,USA,San Diego State,San Diego State/USA,6-5,191,Guard,3,2013,2,41,2013,2014,N
203481,Jeff Withey,1990-03-07T00:00:00,USA,Kansas,Kansas/USA,7-0,230,Center,5,2013,2,39,2013,2017,N
203482,Kelly Olynyk,1991-04-19T00:00:00,Canada,Gonzaga,Gonzaga/Canada,7-0,240,Forward-Center,13,2013,1,13,2013,2026,N
203484,Kentavious Caldwell-Pope,1993-02-18T00:00:00,USA,Georgia,Georgia/USA,6-5,204,Guard,13,2013,1,8,2013,2026,N
203485,Lorenzo Brown,1990-08-26T00:00:00,USA,North Carolina State,North Carolina State/USA,6-5,189,Guard,5,2013,2,52,2013,2018,N
203486,Mason Plumlee,1990-03-05T00:00:00,USA,Duke,Duke/USA,7-0,254,Forward-Center,13,2013,1,22,2013,2026,N
203487,Michael Carter-Williams,1991-10-10T00:00:00,USA,Syracuse,Syracuse/USA,6-5,190,Guard,10,2013,1,11,2013,2022,N
203488,Mike Muscala,1991-07-01T00:00:00,USA,Bucknell,Bucknell/USA,6-10,240,Forward-Center,12,2013,2,44,2013,2023,N
203489,Nate Wolters,1991-05-15T00:00:00,USA,South Dakota State,South Dakota State/USA,6-4,190,Guard,3,2013,2,38,2013,2017,N
203490,Otto Porter Jr.,1993-06-03T00:00:00,USA,Georgetown,Georgetown/USA,6-8,230,Forward,11,2013,1,3,2013,2023,N
203492,Ray McCallum,1991-06-12T00:00:00,USA,Detroit,Detroit/USA,6-3,190,Guard,4,2013,2,36,2013,2015,N
203493,Reggie Bullock Jr.,1991-03-16T00:00:00,USA,North Carolina,North Carolina/USA,6-6,205,Guard-Forward,12,2013,1,25,2013,2023,N
203495,Ricky Ledo,1992-09-10T00:00:00,USA,Providence,Providence/USA,6-7,195,Guard,2,2013,2,43,2013,2014,N
203496,Robert Covington,1990-12-14T00:00:00,USA,Tennessee State,Tennessee State/USA,6-7,209,Forward,12,Undrafted,Undrafted,Undrafted,2013,2023,N
203497,Rudy Gobert,1992-06-26T00:00:00,France,Cholet,Cholet/France,7-1,258,Center,13,2013,1,27,2013,2026,N
203498,Shabazz Muhammad,1992-11-13T00:00:00,USA,UCLA,UCLA/USA,6-6,221,Guard-Forward,6,2013,1,14,2013,2017,N
203499,Shane Larkin,1992-10-02T00:00:00,USA,Miami,Miami/USA,5-11,175,Guard,4,2013,1,18,2013,2017,N
203500,Steven Adams,1993-07-20T00:00:00,New Zealand,Pittsburgh,Pittsburgh/New Zealand,6-11,265,Center,13,2013,1,12,2013,2026,N
203501,Tim Hardaway Jr.,1992-03-16T00:00:00,USA,Michigan,Michigan/USA,6-5,205,Guard-Forward,13,2013,1,24,2013,2026,N
203503,Tony Snell,1991-11-10T00:00:00,USA,New Mexico,New Mexico/USA,6-6,213,Guard,10,2013,1,20,2013,2021,N
203504,Trey Burke,1992-11-12T00:00:00,USA,Michigan,Michigan/USA,6-0,185,Guard,10,2013,1,9,2013,2021,N
203505,Vander Blue,1992-07-17T00:00:00,USA,Marquette,Marquette/USA,6-5,200,Guard,3,Undrafted,Undrafted,Undrafted,2013,2017,N
203506,Victor Oladipo,1992-05-04T00:00:00,USA,Indiana,Indiana/USA,6-3,213,Guard,11,2013,1,2,2013,2022,N
203507,Giannis Antetokounmpo,1994-12-06T00:00:00,Greece,Filathlitikos,Filathlitikos/Greece,6-11,243,Forward,13,2013,1,15,2013,2026,Y
203508,Sergey Karasev,1993-10-26T00:00:00,Russia,Zenit Saint Petersburg,Zenit Saint Petersburg/Russia,6-7,208,Guard-Forward,4,2013,1,19,2013,2015,N
203510,Pierre Jackson,1991-08-29T00:00:00,USA,Baylor,Baylor/USA,5-10,180,Guard,1,2013,2,42,2016,2016,N
203511,Grant Jerrett,1993-07-08T00:00:00,USA,Arizona,Arizona/USA,6-10,232,Forward,2,2013,2,40,2013,2014,N
203512,Lucas Nogueira,1992-07-26T00:00:00,Brazil,Estudiantes,Estudiantes/Brazil,7-0,220,Center,5,2013,1,16,2014,2017,N
203515,Phil Pressey,1991-02-17T00:00:00,USA,Missouri,Missouri/USA,5-11,175,Guard,4,Undrafted,Undrafted,Undrafted,2013,2015,N
203516,James Ennis III,1990-07-01T00:00:00,USA,Cal State-Long Beach,California State-Long Beach/USA,6-6,215,Forward,8,2013,2,50,2014,2021,N
203518,Alex Abrines,1993-08-01T00:00:00,Spain,FC Barcelona,FC Barcelona/Spain,6-6,200,Guard,3,2013,2,32,2016,2018,N
203521,Matthew Dellavedova,1990-09-08T00:00:00,Australia,Saint Mary's,Saint Mary's/Australia,6-3,200,Guard,10,Undrafted,Undrafted,Undrafted,2013,2022,N
203524,Solomon Hill,1991-03-18T00:00:00,USA,Arizona,Arizona/USA,6-6,226,Forward,9,2013,1,23,2013,2021,N
203526,Raul Neto,1992-05-19T00:00:00,Brazil,Murcia,Murcia/Brazil,6-2,180,Guard,9,2013,2,47,2015,2022,N
203527,Ryan Kelly,1991-04-09T00:00:00,USA,Duke,Duke/USA,6-11,230,Forward,5,2013,2,48,2013,2016,N
203530,Joffrey Lauvergne,1991-09-30T00:00:00,France,Khimki,Khimki/France,6-11,260,Center,5,2013,2,55,2014,2017,N
203539,Gal Mekel,1988-03-04T00:00:00,Israel,Wichita State,Wichita State/Israel,6-3,191,Guard,2,Undrafted,Undrafted,Undrafted,2013,2014,N
203540,Gigi Datome,1987-11-27T00:00:00,Italy,Virtus Roma,Virtus Roma/Italy,6-8,215,Forward,2,Undrafted,Undrafted,Undrafted,2013,2014,N
203544,Pero Antic,1982-07-29T00:00:00,Macedonia,Olympiacos,Olympiacos/Macedonia,6-11,260,Forward-Center,2,Undrafted,Undrafted,Undrafted,2013,2014,N
203545,Miroslav Raduljica,1988-01-05T00:00:00,Serbia,Efes Pilsen,Efes Pilsen/Serbia,7-0,250,Center,2,Undrafted,Undrafted,Undrafted,2013,2014,N
203546,Ian Clark,1991-03-07T00:00:00,USA,Belmont,Belmont/USA,6-3,175,Guard,7,Undrafted,Undrafted,Undrafted,2013,2018,N
203552,Seth Curry,1990-08-23T00:00:00,USA,Duke,Duke/USA,6-1,185,Guard,13,Undrafted,Undrafted,Undrafted,2013,2026,N
203561,Brandon Davies,1991-07-25T00:00:00,USA,Brigham Young,Brigham Young/USA,6-10,240,Forward,2,Undrafted,Undrafted,Undrafted,2013,2014,N
203564,Kalin Lucas,1989-05-24T00:00:00,USA,Michigan State,Michigan State/USA,6-1,195,Guard,3,Undrafted,Undrafted,Undrafted,2014,2018,N
203565,Patrick Christopher,1988-06-03T00:00:00,USA,California,California/USA,,,,1,Undrafted,Undrafted,Undrafted,2014,2014,N
203580,Larry Drew II,1990-03-05T00:00:00,USA,UCLA,UCLA/USA,6-2,180,Guard,2,Undrafted,Undrafted,Undrafted,2014,2017,N
203584,Troy Daniels,1991-07-15T00:00:00,USA,Va Commonwealth,Virginia Commonwealth/USA,6-4,200,Guard,8,Undrafted,Undrafted,Undrafted,2013,2019,N
203585,Rodney McGruder,1991-07-29T00:00:00,USA,Kansas State,Kansas State/USA,6-4,205,Guard,8,Undrafted,Undrafted,Undrafted,2016,2022,N
203590,Trey McKinney-Jones,1990-08-27T00:00:00,USA,Miami,Miami/USA,6-5,220,Guard,1,Undrafted,Undrafted,Undrafted,2017,2017,N
203613,Jonathon Simmons,1989-09-14T00:00:00,USA,Houston,Houston/USA,6-6,195,Forward,5,2012,0,0,2015,2018,N
203648,Thanasis Antetokounmpo,1992-07-18T00:00:00,Greece,Panathinaikos,Panathinaikos/Greece,6-7,219,Forward,7,2014,2,51,2015,2026,N
203658,Norvel Pelle,1993-02-03T00:00:00,Antigua and Barbuda,Iona,Iona/Antigua and Barbuda,6-10,231,Center,4,Undrafted,Undrafted,Undrafted,2019,2021,N
203687,Reggie Hearn,1991-08-14T00:00:00,USA,Northwestern,Northwestern/USA,6-5,210,Guard,2,2013,0,0,2017,2017,N
203705,Josh Magette,1989-11-28T00:00:00,USA,Alabama Huntsville,Alabama-Huntsville/USA,6-1,160,Guard,2,2012,0,0,2017,2019,N
203710,C.J. Williams,1990-02-06T00:00:00,USA,North Carolina State,North Carolina State/USA,6-5,226,Guard,3,2012,0,0,2017,2018,N
203798,PJ Hairston,1992-12-24T00:00:00,USA,North Carolina,North Carolina/USA,6-6,230,Forward-Guard,3,2014,1,26,2014,2015,N
203805,Will Cherry,1991-02-08T00:00:00,USA,Montana,Montana/USA,,,,2,Undrafted,Undrafted,Undrafted,2014,2014,N
203816,Scotty Hopson,1989-08-08T00:00:00,USA,Tennessee,Tennessee/USA,6-7,204,Guard-Forward,4,2011,0,0,2013,2021,N
203893,Russ Smith,1991-04-19T00:00:00,USA,Louisville,Louisville/USA,6-0,165,Guard,2,2014,2,47,2014,2015,N
203894,Shabazz Napier,1991-07-14T00:00:00,USA,Connecticut,Connecticut/USA,6-0,175,Guard,7,2014,1,24,2014,2019,N
203895,Jordan McRae,1991-03-28T00:00:00,USA,Tennessee,Tennessee/USA,6-5,179,Guard,5,2014,2,58,2015,2019,N
203897,Zach LaVine,1995-03-10T00:00:00,USA,UCLA,UCLA/USA,6-5,200,Guard,12,2014,1,13,2014,2026,N
203898,Tyler Ennis,1994-08-24T00:00:00,Canada,Syracuse,Syracuse/Canada,6-3,194,Guard,4,2014,1,18,2014,2017,N
203900,Markel Brown,1992-01-29T00:00:00,USA,Oklahoma State,Oklahoma State/USA,6-3,190,Guard,4,2014,2,44,2014,2017,N
203901,Elfrid Payton,1994-02-22T00:00:00,USA,Louisana-Lafayette,Louisana-Lafayette/USA,6-3,195,Guard,10,2014,1,10,2014,2024,N
203902,Semaj Christon,1992-11-01T00:00:00,USA,Xavier,Xavier/USA,6-3,190,Guard,2,2014,2,55,2016,2016,N
203903,Jordan Clarkson,1992-06-07T00:00:00,USA,Missouri,Missouri/USA,6-5,194,Guard,12,2014,2,46,2014,2026,N
203906,Devyn Marble,1992-09-21T00:00:00,USA,Iowa,Iowa/USA,6-6,200,Forward,3,2014,2,56,2014,2015,N
203909,KJ McDaniels,1993-02-09T00:00:00,USA,Clemson,Clemson/USA,6-6,205,Guard-Forward,4,2014,2,32,2014,2016,N
203910,Nick Johnson,1992-12-22T00:00:00,USA,Arizona,Arizona/USA,6-3,202,Guard,2,2014,2,42,2014,2014,N
203912,C.J. Wilcox,1990-12-30T00:00:00,USA,Washington,Washington/USA,6-5,195,Guard,4,2014,1,28,2014,2017,N
203913,Jabari Brown,1992-12-18T00:00:00,USA,Missouri,Missouri/USA,6-5,214,Guard,2,2014,,,2014,2014,N
203914,Gary Harris,1994-09-14T00:00:00,USA,Michigan State,Michigan State/USA,6-4,210,Guard,12,2014,1,19,2014,2026,N
203915,Spencer Dinwiddie,1993-04-06T00:00:00,USA,Colorado,Colorado/USA,6-5,215,Guard,12,2014,2,38,2014,2024,N
203917,Nik Stauskas,1993-10-07T00:00:00,Canada,Michigan,Michigan/Canada,6-6,207,Guard,7,2014,1,8,2014,2021,N
203918,Rodney Hood,1992-10-20T00:00:00,USA,Duke,Duke/USA,6-8,208,Guard-Forward,9,2014,1,23,2014,2021,N
203919,Jordan Adams,1994-07-08T00:00:00,USA,UCLA,UCLA/USA,6-5,209,Guard,3,2014,1,22,2014,2015,N
203920,Khem Birch,1992-09-28T00:00:00,Canada,UNLV,UNLV/Canada,6-8,233,Center,7,Undrafted,Undrafted,Undrafted,2017,2022,N
203921,Cleanthony Early,1991-04-17T00:00:00,USA,Wichita State,Wichita State/USA,6-8,210,Forward,3,2014,2,34,2014,2015,N
203922,Glenn Robinson III,1994-01-08T00:00:00,USA,Michigan,Michigan/USA,6-6,222,Forward,8,2014,2,40,2014,2020,N
203923,James Young,1995-08-16T00:00:00,USA,Kentucky,Kentucky/USA,6-6,215,Guard-Forward,5,2014,1,17,2014,2017,N
203924,Jerami Grant,1994-03-12T00:00:00,USA,Syracuse,Syracuse/USA,6-7,213,Forward,12,2014,2,39,2014,2026,N
203925,Joe Harris,1991-09-06T00:00:00,USA,Virginia,Virginia/USA,6-6,220,Guard-Forward,10,2014,2,33,2014,2023,N
203926,Doug McDermott,1992-01-03T00:00:00,USA,Creighton,Creighton/USA,6-7,225,Forward,12,2014,1,11,2014,2026,N
203928,Cory Jefferson,1990-12-26T00:00:00,USA,Baylor,Baylor/USA,6-9,218,Forward,3,2014,2,60,2014,2015,N
203930,Sean Kilpatrick,1990-01-06T00:00:00,USA,Cincinnati,Cincinnati/USA,6-4,212,Guard,4,Undrafted,Undrafted,Undrafted,2014,2017,N
203932,Aaron Gordon,1995-09-16T00:00:00,USA,Arizona,Arizona/USA,6-8,235,Forward,12,2014,1,4,2014,2026,N
203933,T.J. Warren,1993-09-05T00:00:00,USA,North Carolina State,North Carolina State/USA,6-8,220,Forward,10,2014,1,14,2014,2023,N
203934,Lamar Patterson,1991-08-12T00:00:00,USA,Pittsburgh,Pittsburgh/USA,6-5,225,Guard-Forward,2,2014,2,48,2015,2016,N
203935,Marcus Smart,1994-03-06T00:00:00,USA,Oklahoma State,Oklahoma State/USA,6-3,220,Guard,13,2014,1,6,2014,2025,N
203937,Kyle Anderson,1993-09-20T00:00:00,USA,UCLA,UCLA/USA,6-8,230,Forward-Guard,12,2014,1,30,2014,2026,N
203939,Dwight Powell,1991-07-20T00:00:00,Canada,Stanford,Stanford/Canada,6-10,240,Forward-Center,12,2014,2,45,2014,2026,N
203940,Adreian Payne,1991-02-19T00:00:00,USA,Michigan State,Michigan State/USA,6-10,237,Forward,4,2014,1,15,2014,2017,N
203943,Noah Vonleh,1995-08-24T00:00:00,USA,Indiana,Indiana/USA,6-10,257,Forward,8,2014,1,9,2014,2022,N
203944,Julius Randle,1994-11-29T00:00:00,USA,Kentucky,Kentucky/USA,6-9,250,Forward-Center,12,2014,1,7,2014,2026,N
203945,Alex Kirk,1991-11-14T00:00:00,USA,New Mexico,New Mexico/USA,7-0,245,Center,1,Undrafted,Undrafted,Undrafted,2014,2014,N
203946,Cameron Bairstow,1990-12-07T00:00:00,Australia,New Mexico,New Mexico/Australia,6-9,250,Forward-Center,3,2014,2,49,2014,2015,N
203948,Johnny O'Bryant III,1993-06-01T00:00:00,USA,Louisiana State,Louisiana State/USA,6-9,257,Forward,5,2014,2,36,2014,2017,N
203949,James Michael McAdoo,1993-01-04T00:00:00,USA,North Carolina,North Carolina/USA,6-9,230,Forward,4,Undrafted,Undrafted,Undrafted,2014,2017,N
203950,Jarnell Stokes,1994-01-07T00:00:00,USA,Tennessee,Tennessee/USA,6-9,255,Forward-Center,4,2014,2,35,2014,2016,N
203951,Keith Appling,1992-02-13T00:00:00,USA,Michigan State,Michigan State/USA,6-1,185,Guard,1,Undrafted,Undrafted,Undrafted,2015,2015,N
203952,Andrew Wiggins,1995-02-23T00:00:00,Canada,Kansas,Kansas/Canada,6-6,197,Forward,12,2014,1,1,2014,2026,N
203953,Jabari Parker,1995-03-15T00:00:00,USA,Duke,Duke/USA,6-7,245,Forward,8,2014,1,2,2014,2021,N
203954,Joel Embiid,1994-03-16T00:00:00,Cameroon,Kansas,Kansas/Cameroon,7-0,270,Center-Forward,10,2014,1,3,2014,2026,N
203955,Bryce Cotton,1992-08-11T00:00:00,USA,Providence,Providence/USA,6-1,165,Guard,3,Undrafted,Undrafted,Undrafted,2014,2015,N
203956,Mitch McGary,1992-06-06T00:00:00,USA,Michigan,Michigan/USA,6-10,255,Forward,3,2014,1,21,2014,2015,N
203957,Dante Exum,1995-07-13T00:00:00,Australia,Australian Institute of Sport,Australian Institute of Sport/Australia,6-5,214,Guard,10,2014,1,5,2014,2024,N
203958,Andre Dawkins,1991-09-19T00:00:00,USA,Duke,Duke/USA,6-5,219,Guard,1,Undrafted,Undrafted,Undrafted,2014,2014,N
203960,JaKarr Sampson,1993-03-20T00:00:00,USA,St. John's (NY),St. John's (NY)/USA,6-7,214,Forward,7,Undrafted,Undrafted,Undrafted,2014,2020,N
203961,Eric Moreland,1991-12-24T00:00:00,USA,Oregon State,Oregon State/USA,6-10,238,Forward-Center,5,Undrafted,Undrafted,Undrafted,2014,2018,N
203962,Josh Huestis,1991-12-19T00:00:00,USA,Stanford,Stanford/USA,6-7,230,Guard,4,2014,1,29,2015,2017,N
203963,Shayne Whittington,1991-03-27T00:00:00,USA,Western Michigan,Western Michigan/USA,6-11,250,Forward-Center,3,Undrafted,Undrafted,Undrafted,2014,2015,N
203966,Jamil Wilson,1990-11-21T00:00:00,USA,Marquette,Marquette/USA,6-7,229,Forward,1,Undrafted,Undrafted,Undrafted,2017,2017,N
203967,Dario Saric,1994-04-08T00:00:00,Croatia,Anadolu Efes,Anadolu Efes/Croatia,6-10,225,Forward-Center,9,2014,1,12,2016,2025,N
203968,Jerrelle Benimon,1991-08-01T00:00:00,USA,Towson,Towson/USA,,,,1,Undrafted,Undrafted,Undrafted,2014,2014,N
203991,Clint Capela,1994-05-18T00:00:00,Switzerland,Elan Chalon,Elan Chalon/Switzerland,6-10,256,Center,12,2014,1,25,2014,2026,N
203992,Bogdan Bogdanović,1992-08-18T00:00:00,Serbia,Fenerbahce,Fenerbahce/Serbia,6-5,225,Guard,9,2014,1,27,2017,2026,N
203994,Jusuf Nurkić,1994-08-23T00:00:00,Bosnia and Herzegovina,Cedevita,Cedevita/Bosnia and Herzegovina,6-11,290,Center,12,2014,1,16,2014,2026,N
203995,Vasilije Micic,1994-01-13T00:00:00,Serbia,Serbia,Serbia/Serbia,6-3,188,Guard,3,2014,2,52,2023,2024,N
203996,Damien Inglis,1995-05-20T00:00:00,France,Chorale Roanne,Chorale Roanne/France,6-8,246,Forward,2,2014,2,31,2014,2015,N
203998,Bruno Caboclo,1995-09-21T00:00:00,Brazil,Pinheiros,Pinheiros/Brazil,6-9,218,Forward,8,2014,1,20,2014,2020,N
203999,Nikola Jokić,1995-02-19T00:00:00,Serbia,Mega Basket,Mega Basket/Serbia,6-11,284,Center,11,2014,2,41,2015,2026,N
204001,Kristaps Porziņģis,1995-08-02T00:00:00,Latvia,Cajasol Sevilla,Cajasol Sevilla/Latvia,7-2,240,Forward-Center,11,2015,1,4,2015,2026,N
204002,Edy Tavares,1992-03-22T00:00:00,Cabo Verde,Gran Canaria,Gran Canaria/Cabo Verde,7-3,265,Center,3,2014,2,43,2015,2016,N
204014,Damjan Rudez,1986-06-17T00:00:00,Croatia,Zaragoza,Zaragoza/Croatia,6-10,228,Forward,4,Undrafted,Undrafted,Undrafted,2014,2016,N
204020,Tyler Johnson,1992-05-07T00:00:00,USA,Fresno State,Fresno State/USA,6-3,186,Guard,8,Undrafted,Undrafted,Undrafted,2014,2021,N
204021,Sim Bhullar,1992-12-02T00:00:00,Canada,New Mexico State,New Mexico State/Canada,7-5,360,Center,1,Undrafted,Undrafted,Undrafted,2014,2014,N
204022,Jack Cooley,1991-04-12T00:00:00,USA,Notre Dame,Notre Dame/USA,6-10,274,Center-Forward,2,Undrafted,Undrafted,Undrafted,2014,2017,N
204025,Tim Frazier,1990-11-01T00:00:00,USA,Penn State,Penn State/USA,6-0,170,Guard,8,Undrafted,Undrafted,Undrafted,2014,2021,N
204028,Tarik Black,1991-11-22T00:00:00,USA,Kansas,Kansas/USA,6-9,250,Forward-Center,5,Undrafted,Undrafted,Undrafted,2014,2017,N
204033,David Wear,1990-09-21T00:00:00,USA,UCLA,UCLA/USA,6-10,230,Forward,1,Undrafted,Undrafted,Undrafted,2014,2014,N
204037,Travis Wear,1990-09-21T00:00:00,USA,UCLA,UCLA/USA,6-10,225,Forward,3,Undrafted,Undrafted,Undrafted,2014,2017,N
204038,Langston Galloway,1991-12-09T00:00:00,USA,St. Joseph's (PA),St. Joseph's (PA)/USA,6-1,200,Guard,9,Undrafted,Undrafted,Undrafted,2014,2021,N
204054,Zoran Dragic,1989-06-22T00:00:00,Slovenia,Malaga,Malaga/Slovenia,6-5,200,Guard-Forward,1,Undrafted,Undrafted,Undrafted,2014,2014,N
204060,Joe Ingles,1987-10-02T00:00:00,Australia,Maccabi Tel Aviv,Maccabi Tel Aviv/Australia,6-8,220,Forward-Guard,12,Undrafted,Undrafted,Undrafted,2014,2026,N
204065,David Stockton,1991-06-24T00:00:00,USA,Gonzaga,Gonzaga/USA,5-11,165,Guard,3,2014,0,0,2014,2017,N
204066,John Holland,1988-11-06T00:00:00,USA,Boston University,Boston University/USA,6-5,205,Guard,2,Undrafted,Undrafted,Undrafted,2015,2018,N
204067,Jarell Eddie,1991-10-30T00:00:00,USA,Virginia Tech,Virginia Tech/USA,6-7,218,Guard-Forward,3,Undrafted,Undrafted,Undrafted,2015,2017,N
204079,Drew Gordon,1990-07-12T00:00:00,USA,New Mexico,New Mexico/USA,6-9,245,Center-Forward,1,Undrafted,Undrafted,Undrafted,2014,2014,N
204098,Xavier Munford,1992-06-01T00:00:00,USA,Rhode Island,Rhode Island/USA,6-4,173,Guard,2,2014,,,2015,2017,N
204179,Omari Johnson,1989-05-26T00:00:00,Jamaica,Oregon State,Oregon State/Jamaica,6-9,220,Forward,2,Undrafted,Undrafted,Undrafted,2017,2017,N
204222,Greg Whittington,1993-02-07T00:00:00,USA,Georgetown,Georgetown /USA,6-8,210,Forward,1,Undrafted,Undrafted,Undrafted,2020,2020,N
204456,T.J. McConnell,1992-03-25T00:00:00,USA,Arizona,Arizona/USA,6-1,190,Guard,11,2015,0,,2015,2026,N
1626143,Jahlil Okafor,1995-12-15T00:00:00,USA,Duke,Duke/USA,6-10,270,Center-Forward,6,2015,1,3,2015,2024,N
1626144,Emmanuel Mudiay,1996-03-05T00:00:00,Democratic Republic of the Congo,Guangdong,Guangdong/Democratic Republic of the Congo,6-3,200,Guard,7,2015,1,7,2015,2021,N
1626145,Tyus Jones,1996-05-10T00:00:00,USA,Duke,Duke/USA,6-0,196,Guard,11,2015,1,24,2015,2026,N
